"cell_id";"czi";"series_id";"cell_seg_id";"condition";"cell_type";"structure";"scope";"minipipeline";"dna_volume";"dna_shape_1st_axis_x";"dna_shape_1st_axis_y";"dna_shape_1st_axis_z";"dna_shape_2nd_axis_x";"dna_shape_2nd_axis_y";"dna_shape_2nd_axis_z";"dna_shape_3rd_axis_x";"dna_shape_3rd_axis_y";"dna_shape_3rd_axis_z";"dna_shape_1st_axis_length";"dna_shape_2nd_axis_length";"dna_shape_3rd_axis_length";"dna_shape_1st_eigenvalue";"dna_shape_2nd_eigenvalue";"dna_shape_3rd_eigenvalue";"dna_shape_meridional_eccentricity";"dna_shape_equator_eccentricity";"dna_position_lowest_z";"dna_position_highest_z";"dna_position_x_centroid";"dna_position_y_centroid";"dna_position_z_centroid";"dna_intensity_mean";"dna_intensity_median";"dna_intensity_sum";"dna_intensity_mode";"dna_intensity_max";"dna_intensity_std";"dna_intensity_entropy";"dna_texture_haralick_ang2nd_moment";"dna_texture_haralick_contrast";"dna_texture_haralick_corr";"dna_texture_haralick_variance";"dna_texture_haralick_inv_diff_moment";"dna_texture_haralick_sum_mean";"dna_texture_haralick_sum_var";"dna_texture_haralick_sum_entropy";"dna_texture_haralick_entropy";"dna_texture_haralick_diff_var";"dna_texture_haralick_diff_entropy";"dna_texture_haralick_info_corr1";"dna_texture_haralick_info_corr2";"dna_io_intensity_outer_volume";"dna_io_intensity_outer_mean";"dna_io_intensity_outer_slice_mean";"dna_io_intensity_mid_volume";"dna_io_intensity_mid_mean";"dna_io_intensity_mid_slice_mean";"dna_io_intensity_inner_volume";"dna_io_intensity_inner_mean";"dna_io_intensity_inner_slice_mean";"dna_bright_spots_number";"dna_bright_spots_number_used";"dna_bright_spots_intensity_mean";"dna_bright_spots_xy_cross_sec_area_mean";"dna_bright_spots_xy_cross_sec_area_std";"dna_surface_area";"dna_roundness_sphericity";"dna_roundness_roughness";"dna_roundness_roughness_xy";"dna_roundness_roughness_xz";"dna_roundness_roughness_yz";"dna_io_intensity_ratio";"dna_io_intensity_ratio_slice";"dna_bright_spots_intensity_mean_norm";"dna_bright_spots_xy_rad";"date";"group";"outlier"
"20181003_M01_001-Scene-6-P30-E03_seg_0_cid_2";"20181003_M01_001.czi";5;2;"Control";"cardiomyocyte";"H2B";"ZSD";"no";414261;0.472615965650633;-0.878786172156795;0.0660985070794199;-0.877372604048716;-0.476246051771559;-0.0583696139851555;-0.0827735626688526;0.0304066078017544;0.996104399912527;130.286227493131;112.274868204238;50.7089532860201;130.611455518523;682.623605055238;966.265030978449;0.990822222324471;0.981524315890509;0;47;59.3805958079568;60.1097713760166;21.4326596034867;579.863489442646;612;240214829;622;924;145.889827868539;5.91830067076996;0.000302684327244833;419.494076017215;0.771023923227766;958.324201371653;0.0996715210684934;291.922549978419;3413.80272946939;7.73640378423843;12.403135463042;0.000151450289591057;5.03779583917328;-0.165090023341732;0.934733360085281;97209;530.369862872779;637.445591739476;76797;639.74720366681;651.361147327249;123796;644.982729652008;647.575028636884;14;14;783.045577324874;58.8571428571429;42.8166475348368;42986;0.9324115790625;11.6969150627336;3.38016143205037;12.9182469422382;14.5165655197806;0.829030372986209;0.978636190314891;1.35039641498644;4.32837272470385;"D20181003";"H2B Control D20181003";"no"
"20181003_M01_001-Scene-6-P30-E03_seg_0_cid_3";"20181003_M01_001.czi";5;3;"Control";"cardiomyocyte";"H2B";"ZSD";"no";600645;0.69240816916412;0.720744402812707;-0.0331426174124191;0.718246625053584;-0.692913965657883;-0.0631824484758471;0.0685033785584904;-0.0199434703705556;0.997451525195912;155.255818324303;117.533147746906;53.440827376807;165.874383824991;745.584201644018;1406.45211049711;0.993020940753415;0.974938230335607;0;50;69.4750709653789;68.0317042512632;24.3954265830898;611.410362193975;641;367240577;650;989;147.357995918533;5.99124247444601;0.000295630601002376;358.352272141211;0.802708948799026;943.4078329637;0.102531770965291;282.447474915605;3415.27905971359;7.75694876593276;12.3929532737417;0.000157794256223147;4.96588955290595;-0.172706653722814;0.942994327821489;114885;541.76271924098;676.014305177112;94314;666.555813558963;688.677090909091;252340;668.248371245145;670.776879547292;14;14;829.84947733536;49.3571428571429;18.8853955019562;54470;0.941036035602584;13.796142617772;6.85889852179792;14.9974521853147;15.0719978554647;0.812779227516341;0.981612883746048;1.35727087509204;3.96369354582493;"D20181003";"H2B Control D20181003";"no"
"20181107_R05-Scene-01-P82-B05_seg_0_cid_2";"20181107_R05.czi";0;2;"DMSO";"cardiomyocyte";"H2B";"ZSD";"no";361108;0.967477397985191;-0.248666539699179;0.046394357650917;-0.252943455793035;-0.949082346122284;0.187782609552902;0.00266318592703351;0.193410579630632;0.981114292591674;126.516604510172;97.2015094380073;56.6972651144786;147.950394558449;480.100757839224;906.51376563581;0.986591665384272;0.951332826748107;0;52;59.3988806672796;52.4901192994894;26.8925584589652;655.765712750756;688;236802245;687;1118;170.496300614089;6.23910426689978;0.00028366004735512;375.128153823079;0.811279222455853;1023.95447074759;0.102420892085467;276.232702517088;3720.68972916729;7.85562707286355;12.4939370598045;0.0001553547654672;5.00356061437963;-0.18149112629784;0.950750914122493;87083;592.397345061608;603.946547884187;62141;736.340483738594;762.976582827407;109622;736.388133768769;738.15095879233;12;8;942.828060924996;37.75;20.6018809820851;39302;0.933028464346952;10.4324623002809;6.77397318156186;13.5866080899573;9.14359644182055;0.804515517133936;0.791566296367979;1.43775138375273;3.46643883595803;"D20181107";"H2B DMSO D20181107";"no"
"20181107_R05-Scene-01-P82-B05_seg_0_cid_6";"20181107_R05.czi";0;6;"DMSO";"cardiomyocyte";"H2B";"ZSD";"no";392873;0.748264349983332;0.656361876533754;-0.0963823094613851;0.644206728812973;-0.753600505734552;-0.130705655228521;0.15842396629333;-0.0357122498551566;0.986725129969929;118.765326176084;94.9909402943451;60.9030706782044;202.688942645322;470.317091079663;768.24482439875;0.964568158274651;0.902369925540059;0;60;56.7164783530556;53.8128377363677;29.1743515079937;607.162729431648;636;238537843;642;1015;140.207927579637;5.9155338333503;0.000408357005711754;343.392652262573;0.775770329299576;794.520646786806;0.112252000867496;280.029870394247;2834.68993488463;7.54234899842736;12.0283283490386;0.000174251058003384;4.85903777864323;-0.166618967962061;0.932956834601927;84712;557.371777316083;646.541114058355;63170;664.090343517492;666.091089108911;144529;662.489085235489;657.688127248627;7;7;832.100396534469;31.1428571428571;14.456126446484;40464;0.95931209111591;8.0183234106208;4.24357071192305;9.63294603518904;8.61712582269253;0.839301132378838;0.970649697360898;1.37047344344305;3.14850429769135;"D20181107";"H2B DMSO D20181107";"no"
"20181107_R05-Scene-03-P78-B05_seg_0_cid_3";"20181107_R05.czi";2;3;"DMSO";"cardiomyocyte";"H2B";"ZSD";"no";583557;0.134493640111776;-0.990234508757717;-0.0367025671424748;-0.985845224535082;-0.129972066995733;-0.1059077667701;-0.10010321688566;-0.0504269716146069;0.993698378031746;143.498762342376;109.574245267237;68.6976293697498;236.891236518163;625.188347555788;1122.9676137853;0.977496618791331;0.925432793130113;0;66;55.9064290206441;69.7064742604407;29.1275865082588;597.525304297609;624;348690074;653;1031;154.128766673854;6.13181291111208;0.000311498754808522;276.556143827062;0.849381800023307;940.899265899276;0.111852050185655;271.173301922675;3487.04091977004;7.83091544152249;12.3177082442345;0.000173331120730353;4.83098119934738;-0.198989926557302;0.961582170244969;121472;511.53699618019;611.722857142857;91525;653.121354821087;670.430269413629;227053;683.664078431027;677.71833161689;16;16;868.844017743664;35.5625;23.425330173767;53050;0.954314239657295;10.6096674580036;7.12387079319662;8.93792765549857;14.3130455533361;0.783218910856647;0.912433231390166;1.45407066695692;3.36450521286727;"D20181107";"H2B DMSO D20181107";"no"
"20181107_R05-Scene-05-P74-B05_seg_0_cid_1";"20181107_R05.czi";4;1;"DMSO";"cardiomyocyte";"H2B";"ZSD";"no";340955;0.487456502388927;-0.872798349561733;-0.0246819626664668;-0.868672585684979;-0.487622766511141;0.0873611839399738;0.0882841840769154;0.0211442328386754;0.995870887344106;123.473204330711;95.5242935448642;53.9676458813184;148.393645035681;453.753424518472;826.360661595532;0.98374430119465;0.945011926409109;0;52;50.3404730829582;57.1730756258157;24.9135780381575;580.821290199586;612;198033923;620;935;143.723813352753;5.92239788824685;0.000316679465760624;456.496161569851;0.759025283705396;987.902284034828;0.100462483247968;291.710516182971;3495.11297456947;7.68132419498632;12.3669864821639;0.000151767735451994;5.0600079928543;-0.159095444934611;0.928568635479646;85051;545.247322194918;647.355947136564;59570;642.186839012926;628.248571428571;97289;639.097020218113;634.464392803598;10;10;800.791594268038;32.4;26.2952467187513;37424;0.944634009114658;9.51616795788507;5.59716472632616;8.05749459608909;11.0584417090369;0.849047798975437;1.03041371930945;1.37872286670632;3.21142340907499;"D20181107";"H2B DMSO D20181107";"no"
"20181107_R05-Scene-05-P74-B05_seg_0_cid_3";"20181107_R05.czi";4;3;"DMSO";"cardiomyocyte";"H2B";"ZSD";"no";350158;-0.0793100805965804;0.996798110183175;0.010170479389667;-0.97541986642001;-0.0754968923067634;-0.207017640420304;-0.205586953158349;-0.0263390733943449;0.978284344096232;124.654337669249;93.0678831305579;58.6514064928529;150.714145187418;454.246445203054;940.035928526911;0.987063782285062;0.943353491073976;0;52;45.0120002970088;61.3670143192502;24.9236087708977;596.695186173099;628;208937593;634;999;152.95409532062;6.00666261341445;0.000328076370679636;423.582309599946;0.75968372530719;912.846605774535;0.101681546495775;277.224896946764;3227.80411349821;7.69056138884596;12.3651002502227;0.000153231112800838;5.04408034178569;-0.159570030272536;0.929146517468157;87935;561.082185705351;632.452517527087;61675;662.826299148764;673.977116704805;97754;655.329981381836;651.667935512763;10;10;826.548153736112;50.8;26.8134294710692;39816;0.903160640157006;10.9252638381942;7.90822480723593;8.96277163286297;13.1027254334012;0.846499582810642;0.9383887106127;1.3852100249663;4.02121153610906;"D20181107";"H2B DMSO D20181107";"no"
"20181107_R05-Scene-05-P74-B05_seg_0_cid_4";"20181107_R05.czi";4;4;"DMSO";"cardiomyocyte";"H2B";"ZSD";"no";354024;0.732612675482732;-0.671615994589247;-0.110501690185846;-0.668812383336531;-0.74046681652186;0.0663241247638563;0.126367177770737;-0.0253150042836109;0.991660469586431;124.252396415304;102.853218277717;53.665950604086;135.412731114147;534.389700834282;848.931967295339;0.987196390209237;0.967362380640092;0;50;57.6849931078119;58.4975142928163;22.5959313492871;636.570921745418;676;225361384;682;1114;179.302722746961;6.20504574102121;0.000312093305871906;381.44118716059;0.799828475340397;987.990857794841;0.103007202848915;273.465148975304;3570.52224401879;7.77363442232364;12.3958001823384;0.000155118972544315;5.01544804316068;-0.176424167661427;0.945427651934363;88171;569.835750983884;695.464926590538;63041;725.378690058851;733.460204885737;99509;718.67730557035;714.595939633489;16;16;918.228572303266;37.4375;31.3946029398366;38998;0.929142945066584;10.2039191912838;4.09925906995328;11.4110526324112;10.6059696120664;0.785570018520467;0.948197219096409;1.4424607548607;3.45206117616789;"D20181107";"H2B DMSO D20181107";"no"
"20181107_R05-Scene-10-P75-B05_seg_0_cid_3";"20181107_R05.czi";9;3;"DMSO";"cardiomyocyte";"H2B";"ZSD";"no";497213;0.516918209588117;0.855563688530092;0.0283961170760859;0.855555016244799;-0.515233739484715;-0.0505945439247986;0.028656217031841;-0.0504476814668542;0.998315507572653;133.2968092594;125.49531281514;49.3414838581472;144.406899315494;842.396041573996;999.339984803106;0.989504468456036;0.98519734678293;0;47;59.9692767485967;68.3595963902794;21.6163173529252;525.059358866321;554;261066339;570;836;131.488729449234;5.7406350806509;0.000347946543791598;390.433585628584;0.788155372762202;970.426229795179;0.107761502069045;287.28831808108;3491.27133355214;7.69766141066189;12.1873432014277;0.000165568265986425;4.92635477835357;-0.179995608750371;0.946010941902816;112149;469.808558257318;560.466380543634;89517;576.634929678162;594.76268540203;160519;590.893115456737;588.646419286221;9;7;702.300521509224;39.1428571428571;37.2345023233198;48034;0.943245515157032;12.162475355718;2.89497164769794;14.3067801917763;15.4742389673539;0.814741761342022;0.942336152384521;1.33756404804514;3.52980996684683;"D20181107";"H2B DMSO D20181107";"no"
"20181107_R05-Scene-10-P75-B05_seg_0_cid_4";"20181107_R05.czi";9;4;"DMSO";"cardiomyocyte";"H2B";"ZSD";"no";416397;0.635437252240592;0.772054402957725;0.01230842550926;0.768145457910342;-0.630437508967202;-0.111808330543572;0.0785624207661514;-0.0805018394871812;0.993653561299179;156.324061058896;89.3280125513658;54.7572190432974;144.458672625555;434.047379127775;1383.00052478074;0.994529814959975;0.942991168835381;0;52;61.412541396792;67.8641584833704;25.2650931682985;586.928683443925;621;244395343;630;1076;158.069590428631;6.11806378550913;0.000363404007937369;300.234959090524;0.825078140664842;888.047184940857;0.117422461609848;264.54176123101;3251.9537806729;7.6961192501069;12.0966151496274;0.000178969599578328;4.82664805372945;-0.198334172034995;0.958551244063811;104904;518.559416228171;639.12852897474;75607;665.457298927348;674.378466557912;113162;681.84300383521;680.168097605061;11;11;875.75252133627;38.7272727272727;38.7183088217516;46266;0.873439659918391;14.2903319934303;12.1840244908022;10.6111211050644;12.1627788007223;0.779252729009115;0.947729740299849;1.49209358145118;3.51102175641604;"D20181107";"H2B DMSO D20181107";"no"
"20181107_R06-Scene-01-P100-C04_seg_0_cid_7";"20181107_R06.czi";0;7;"Control";"cardiomyocyte";"H2B";"ZSD";"no";377027;0.247656397880924;0.968770621189937;0.0122389586121302;0.96542816595671;-0.247822999074869;0.0808221350064506;-0.0813312053649072;0.00820028345861436;0.996653395311073;139.086077641664;92.508848589962;46.6973266937952;132.226028793458;453.858768232365;1148.29408977557;0.993348118561032;0.956620366398695;0;44;44.8296991992616;70.3432327127765;22.0054240147257;513.012696703419;539;193419638;538;762;116.67757036292;5.59420733222643;0.000338285029968659;486.384408835326;0.72737891338691;941.401025583977;0.099331352410407;304.581638032912;3279.21969350057;7.63389091215145;12.2790995654741;0.000151181172685198;5.04894930679484;-0.152083022348201;0.919700978463114;81848;477.531509627602;561.721221613156;64665;554.760040207222;567.485197368421;132105;558.182854547519;564.710504952103;10;10;645.708927791029;89.5;33.3923643966701;39152;0.957571500068918;12.3956289690039;8.81205995356979;8.71780376386765;16.2606456215687;0.860789305316994;0.989842949592352;1.25866071530063;5.33748394034579;"D20181107";"H2B Control D20181107";"no"
