"cell_id";"czi";"series_id";"cell_seg_id";"condition";"cell_type";"structure";"scope";"minipipeline";"dna_volume";"dna_shape_1st_axis_x";"dna_shape_1st_axis_y";"dna_shape_1st_axis_z";"dna_shape_2nd_axis_x";"dna_shape_2nd_axis_y";"dna_shape_2nd_axis_z";"dna_shape_3rd_axis_x";"dna_shape_3rd_axis_y";"dna_shape_3rd_axis_z";"dna_shape_1st_axis_length";"dna_shape_2nd_axis_length";"dna_shape_3rd_axis_length";"dna_shape_1st_eigenvalue";"dna_shape_2nd_eigenvalue";"dna_shape_3rd_eigenvalue";"dna_shape_meridional_eccentricity";"dna_shape_equator_eccentricity";"dna_position_lowest_z";"dna_position_highest_z";"dna_position_x_centroid";"dna_position_y_centroid";"dna_position_z_centroid";"dna_intensity_mean";"dna_intensity_median";"dna_intensity_sum";"dna_intensity_mode";"dna_intensity_max";"dna_intensity_std";"dna_intensity_entropy";"dna_texture_haralick_ang2nd_moment";"dna_texture_haralick_contrast";"dna_texture_haralick_corr";"dna_texture_haralick_variance";"dna_texture_haralick_inv_diff_moment";"dna_texture_haralick_sum_mean";"dna_texture_haralick_sum_var";"dna_texture_haralick_sum_entropy";"dna_texture_haralick_entropy";"dna_texture_haralick_diff_var";"dna_texture_haralick_diff_entropy";"dna_texture_haralick_info_corr1";"dna_texture_haralick_info_corr2";"dna_io_intensity_outer_volume";"dna_io_intensity_outer_mean";"dna_io_intensity_outer_slice_mean";"dna_io_intensity_mid_volume";"dna_io_intensity_mid_mean";"dna_io_intensity_mid_slice_mean";"dna_io_intensity_inner_volume";"dna_io_intensity_inner_mean";"dna_io_intensity_inner_slice_mean";"dna_bright_spots_number";"dna_bright_spots_number_used";"dna_bright_spots_intensity_mean";"dna_bright_spots_xy_cross_sec_area_mean";"dna_bright_spots_xy_cross_sec_area_std";"dna_surface_area";"dna_roundness_sphericity";"dna_roundness_roughness";"dna_roundness_roughness_xy";"dna_roundness_roughness_xz";"dna_roundness_roughness_yz";"dna_io_intensity_ratio";"dna_io_intensity_ratio_slice";"dna_bright_spots_intensity_mean_norm";"dna_bright_spots_xy_rad";"group"
"20181107_R04-Scene-07-P70-B04_seg_0_cid_1";"20181107_R04.czi";6;1;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";548751;0.905894825877604;0.423455338116213;0.00633569799389206;0.421145198009904;-0.899174783168407;-0.118833629529889;0.0446238349022775;-0.110319018917551;0.99289396585118;146.49611274604;118.850098570776;56.7547699983167;173.572725633599;674.035497212421;1229.78927328453;0.989989615589885;0.966274904129547;0;55;70.081590739698;61.3335556563906;25.0056054567554;493.152130930058;523;270617725;538;672;113.986894653284;5.42513242063504;0.000357598381917912;487.215323240046;0.747418773273524;1019.68164498405;0.104606178056653;357.377611631916;3591.51125669616;7.54013242806891;12.0902339548481;0.000162005513112306;4.95749442807705;-0.161115580890738;0.927784385533248;116965;443.335425127175;512.424287856072;89987;536.688977296721;552.700312989045;202799;548.52053511112;548.574134705332;2;2;594.679250128403;167.5;68.5;51298;0.945076532471616;12.3275192508308;6.57803856079921;15.570015470374;11.5315427990873;0.826056512955113;0.927128637009164;1.20587383249642;7.30184263975779;"H2B TSA-50um"
"20181107_R04-Scene-07-P70-B04_seg_0_cid_2";"20181107_R04.czi";6;2;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";555617;0.996977581903609;0.0759328154370099;-0.0164288989723046;0.0775880607586451;-0.983972599714676;0.160555335752054;0.00397416775514041;0.161344756811465;0.986890103020647;161.579022480226;111.603268805173;55.5087280218912;151.058444548026;655.642075217982;1570.79622240439;0.995365232854365;0.973096545521931;0;52;79.7200787592892;54.6679421256009;25.6410674979347;486.049750097639;512;270057504;526;720;108.117426807382;5.46747637041872;0.000439006541208125;421.273340459179;0.725917735632216;809.337201195412;0.114753314921693;316.702036946379;2816.07546432247;7.45314112997799;11.8574808575751;0.000178736572966934;4.8332086668986;-0.163270238429819;0.927924666541666;121047;445.496418746437;502.343811394892;95177;527.716633220211;544.884087791495;194372;536.629468236166;539.697207084469;4;4;606.969190226599;157.75;63.1243811850857;54074;0.901891683722013;15.1308826355067;11.1831709189885;19.9667733719935;11.5444568944439;0.844196280166398;0.921927842361802;1.2487799656407;7.08614031370343;"H2B TSA-50um"
"20181107_R04-Scene-08-P61-B04_seg_0_cid_1";"20181107_R04.czi";7;1;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";338274;0.995821603006055;0.0482961140046441;0.0775036796449194;0.067107131950695;-0.962627911349831;-0.262381663100936;0.0619351905446642;0.266486378005165;-0.961846683473975;127.080861216754;94.0321651261562;54.4932483116562;137.201436127877;452.226131132184;927.563858855222;0.988999943739012;0.952866081700849;0;52;62.9532745644064;45.3742823864678;24.249898011671;655.71117200849;701;221810041;739;1132;173.216992202264;6.15370623574466;0.000344252054979979;354.408505537695;0.802351754556236;930.180382497013;0.108313598610201;271.274204568386;3366.31302445037;7.69451876439821;12.2299978802077;0.000167053312601692;4.91313444739148;-0.180335434755014;0.947755783530902;85513;587.713926537486;631.642806012885;60411;742.355167105329;750.212806026365;92472;749.068810018168;745.855069227334;7;7;951.35011191273;43;53.9629502529282;38302;0.917355914581821;10.7822064488082;9.84461586601049;14.1212917312273;8.40712815947476;0.791688335421929;0.841951511543095;1.45086762666965;3.69963851016596;"H2B TSA-50um"
"20181107_R04-Scene-08-P61-B04_seg_0_cid_2";"20181107_R04.czi";7;2;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";137758;0.982015222517189;-0.188778620198757;-0.00295555415609969;0.068313849532906;0.340683909973618;0.937692748957292;-0.176009433572499;-0.921030458801956;0.347452979916055;89.2767424386367;71.7063236724106;64.1030631094397;168.429613242365;237.240263215401;415.54933892579;0.91417577392178;0.704248308845874;0;66;50.3228415046676;32.0048926378141;40.3298828380203;873.264775911381;728;120299209;644;2444;486.144191958438;7.31833716264105;0.000541493643710092;231.950763637108;0.954305567893679;2538.26982007534;0.17588452026253;182.88761534831;9921.12851666427;8.2467596424736;12.4087981440447;0.000223157711601284;4.69947981983685;-0.292643886369516;0.99141745462857;56621;752.065876618216;867.041832669323;18626;1293.093954687;1370.03285420945;6384;1245.15006265664;1109.47736625514;3;3;1685.55238823804;274.666666666667;164.763129640369;28470;0.676830848144505;8.41476350843518;8.67830881611905;7.70764140138721;7.20268781507536;0.581601881203024;0.632862073347602;1.93017333886955;9.35035375828893;"H2B TSA-50um"
"20181107_R04-Scene-09-P55-B04_seg_0_cid_1";"20181107_R04.czi";8;1;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";626023;0.889786655275635;-0.439961707211639;0.121298822256514;-0.439937951351241;-0.897577915570768;-0.0284338608090556;-0.121384953986361;0.0280638854589859;0.992208703488673;159.178272873688;128.674533873104;57.9560631457586;163.460215346163;865.76736761011;1399.25743671448;0.9931531910976;0.98201481906179;0;58;79.0794986765662;72.6823934583873;24.8588518313225;430.808487867059;460;269696022;464;588;99.2415048654647;4.96145953970622;0.000854123720007063;554.709095625682;0.655657801464008;879.431653897415;0.133487148144474;366.990701902591;2963.01751996399;6.87250011791858;11.0666142098749;0.000208216866441675;4.68778247082301;-0.132783516173319;0.870803022536444;143284;405.694355266464;453.420012746973;109739;469.589863220915;474.354838709677;202850;469.986748829184;470.729871217674;1;1;497.819672131148;488;0;59710;0.888305287394571;14.128014023567;5.04255016800696;17.6642279864701;14.7683193504962;0.863933374719394;0.955866738874951;1.15554750231562;12.463355264843;"H2B TSA-50um"
"20181107_R04-Scene-10-P60-B04_seg_0_cid_1";"20181107_R04.czi";9;1;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";212157;-0.591171725330521;-0.378788970411229;-0.712063836368999;-0.603073505326632;-0.378627060398299;0.702099634173948;0.535554234735179;-0.844488285903922;0.00460397961248003;95.5117479296589;88.860417422087;77.1010077903167;243.865297022415;332.487177650926;421.129874502396;0.815275093649031;0.679735043861201;0;84;46.0374816763058;41.4994037434541;43.1473578529108;682.65346889332;524;144829712;466;2776;483.054453483394;6.82238686320869;0.00334296454413828;100.167160413326;0.97513118937485;2011.68327081045;0.317637263626342;125.084899457264;7946.56592282847;7.37568391021826;10.435108033973;0.000465686366430581;3.83743582203147;-0.361487049710327;0.9941453336571;72704;540.346377090669;521.463815789474;34871;907.896102778813;1066.52345679012;26143;1080.41074092491;1653.15181518152;1;1;2522.07692307692;260;0;36890;0.698400886625167;8.837173308114;11.8932501134183;10.4435331099541;9.11423376752761;0.595163230062142;0.488937971752543;3.69452004274669;9.09728368293446;"H2B TSA-50um"
"20181107_R04-Scene-10-P60-B04_seg_0_cid_2";"20181107_R04.czi";9;2;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";400256;-0.795008247642883;0.590279170008135;0.139758318658674;0.543818288012818;0.795627449415206;-0.26690566003714;0.268744406086154;0.136189071483584;0.953534992019611;136.198385649888;92.4581570930766;65.9697005170687;186.787478964343;396.865228505474;1169.134467868;0.987154977972288;0.882316154201218;0;68;67.6468884913655;58.3868549128558;32.0514645626799;497.610304405181;526;199171510;536;731;109.122412736962;5.45187166385037;0.000583597877439235;498.539254956097;0.70955419000659;899.379890895005;0.123387592875901;341.974855520161;3098.98030862392;7.25931201730685;11.5846590972987;0.000190130008395165;4.81248470597743;-0.154036696982334;0.912131843722447;93978;473.116239971057;513.639356814701;65337;537.719638183571;537.963230466185;131403;543.837324870817;547.578477243726;2;2;628.063112745098;41;7;46498;0.845331846350597;12.5555989447799;12.2145625450408;12.7763310542262;10.4537340107485;0.879856725280211;0.954785248741991;1.26215857506378;3.61257599692178;"H2B TSA-50um"
"20181107_R04-Scene-10-P60-B04_seg_0_cid_3";"20181107_R04.czi";9;3;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";422075;0.388596874140683;-0.919301489671727;0.0622674914817833;-0.900978879198346;-0.364960981429429;0.234607206352577;0.192949549485305;0.147269321725239;0.970093922376594;113.886118893027;98.0374536608635;76.4164650986651;268.756277714231;459.663186352717;685.245559812275;0.919878123009283;0.811263375831473;0;68;50.4401232008529;54.7347248711722;35.2802653556832;497.280587573299;521;209889704;524;666;96.879773840497;5.16787623383636;0.000500179134646238;526.240638341416;0.64420914794069;777.702658261405;0.105415253742848;358.861284784915;2584.5699947042;7.12166486944804;11.6985609628522;0.000165483951796197;4.93775158549053;-0.112144457488258;0.845549092950451;84911;471.906572764424;515.958441558442;64174;528.667996384829;535.580121703854;172019;531.553956249019;536.453752923666;2;2;573.968533531248;284.5;168.5;41078;0.990223323072802;6.13616129026746;4.57747854710103;5.75414604938208;7.42888129033407;0.89263313836178;0.96336368854955;1.15421463832357;9.51625780542375;"H2B TSA-50um"
"20181107_R04-Scene-11-P58-B04_seg_0_cid_1";"20181107_R04.czi";10;1;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";919859;0.991935884658293;-0.126720291170648;-0.00227344073960132;-0.126457617586169;-0.988363044111974;-0.084539718405865;-0.00846591292187532;-0.084145474265338;0.99641751664604;215.302833623222;139.12709732065;81.8988466882185;293.529157234126;920.356482328037;3293.51567234005;0.99602059621931;0.947778322779325;0;79;110.045873334935;75.2516787899015;41.2208784172357;549.219989150511;583;505204950;601;832;132.106933705106;5.74279471380888;0.000418457385607912;444.986864065689;0.790709371770865;1109.30163397062;0.119599681235268;332.138743020369;3992.21967181678;7.56089895565672;11.9324797134416;0.00018499151358475;4.82394633242921;-0.187864957328919;0.949151205809432;205793;491.89436472572;524.089643652561;156017;604.156066326105;607.263410728583;312165;620.943074976375;624.887672200636;4;4;714.285456994172;75;16.6883192682786;95018;0.721632018157846;23.4491462135589;32.5187246017526;29.2503201442077;17.0028946892464;0.814184268175848;0.863035108642177;1.30054526620375;4.8860251190292;"H2B TSA-50um"
"20181107_R04-Scene-11-P58-B04_seg_0_cid_2";"20181107_R04.czi";10;2;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";409904;0.666704436461904;0.725213913896485;0.171959220435996;0.738244123646757;-0.61083540437729;-0.286139341336112;0.1024734516987;-0.317718252308825;0.942631584367286;131.954642298033;108.999211056024;55.7570713457122;142.163272099648;629.298989098699;943.429038605148;0.988581397095998;0.974148790249115;0;66;60.9983264374097;58.5487845934658;34.7036306061907;493.134480268551;525;202137796;536;698;120.244912832505;5.54577739190801;0.0004861952993902;556.18708910707;0.744324987082357;1143.48276602145;0.118262556061721;357.776274169928;4017.74397497874;7.48457200921363;11.8406796170145;0.000180007434829654;4.88441979582536;-0.171740938326515;0.935250484933928;98046;454.727587050976;500.57697740113;72030;542.509398861585;547.150560597971;123776;554.345430455016;553.075637275386;1;1;625.607287449393;247;0;46324;0.862207786734924;11.3345871121983;6.62491538785166;11.7235155226822;13.3685096745081;0.838193011964746;0.914879767013413;1.26863424173605;8.86693531539485;"H2B TSA-50um"
"20181107_R04-Scene-13-P57-B04_seg_0_cid_1";"20181107_R04.czi";12;1;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";630315;0.312425241870065;0.944910525264483;0.0976451098971691;0.924495786727446;-0.278813270202172;-0.259943649051811;0.218398737555033;-0.171485450122071;0.96067410282093;141.505117321787;120.146420225285;81.3310142849569;257.9220455884;704.413249065394;1085.04323403797;0.971336978181881;0.930555209615883;0;74;61.3056836661035;67.1204873753599;31.9119884502193;590.029780347921;620;371904621;690;903;144.753877976172;6.02991320407165;0.000279964762493684;320.490685848815;0.8594273180538;1168.28142501313;0.112520165641924;315.790930719846;4352.63501420371;7.88545361772125;12.3644653372918;0.000176707908650427;4.8176541678691;-0.211069921330108;0.968909605553553;120921;494.04174626409;558.924078091106;96535;621.602009633812;660.876445086705;267487;680.935791272099;695.860707684183;1;1;775.643243243243;185;0;57204;0.928756152288625;10.3076636522303;5.79857310990297;9.00627096646851;12.2582060441077;0.794787884542284;0.845731576978473;1.3145832110133;7.67380798196054;"H2B TSA-50um"
